,loss,dice_coef,hard_dice_coef,val_loss,val_dice_coef,val_hard_dice_coef,time
0,0.8475880713652302,0.374996990557538,0.39221073933784534,0.7434693007242112,0.3700926772185734,0.3735988920643216,5.612759828567505
1,0.7505514333579714,0.36493308654684103,0.37188940687684824,0.692831365835099,0.37463454476424624,0.38584790627161664,5.570766925811768
2,0.6842072037671576,0.3623071672111158,0.3689906747135895,0.6410109769730341,0.38700672274544123,0.4260539100283668,5.600432395935059
3,0.6364927923442513,0.36650650153886405,0.3810710914877077,0.599840019430433,0.4104718594324021,0.48369639544259935,5.685091972351074
4,0.6018956153598053,0.37762307410208595,0.40839068542253104,0.5662032167116801,0.4352227903547741,0.532242191689355,5.659886360168457
5,0.5704108180589234,0.3900335798200393,0.4351496483316485,0.5289024455206734,0.4535718049321856,0.5642717821257455,5.647609710693359
6,0.5440686925357541,0.40406785106027365,0.46322998463712783,0.499666622706822,0.471138406367529,0.5897503920963832,5.56961727142334
7,0.5213551069332274,0.417930884866525,0.4902406607242609,0.47736407745452153,0.48771743405432927,0.6100824475288391,5.567131757736206
8,0.5018292588508682,0.4315710351956601,0.514804156410773,0.46182281488463994,0.49908640413057237,0.6231705234164283,5.616232872009277
9,0.48090439028297827,0.4466537789793204,0.5410716091560213,0.44977637557756334,0.517173877784184,0.6385201215744019,5.576003789901733
10,0.46561502127457927,0.45887221642677356,0.559726106409995,0.4297613487357185,0.5286139306567964,0.6486353363309588,5.589045524597168
11,0.44952093035180046,0.4719071182983601,0.5769428662116954,0.41193647044045584,0.5329082948820931,0.6532069955553327,5.5963099002838135
12,0.43793957438689984,0.48337080147092704,0.5894028611530532,0.398777159906569,0.5504034927913121,0.6645198606309437,5.588067293167114
13,0.4242508237725062,0.494898231613715,0.6049588160799039,0.40656944399788264,0.5551675274258568,0.6627374376569476,5.585993051528931
14,0.41190587388758626,0.5053561081159983,0.6145690395342593,0.37934953683898565,0.5623909930388132,0.6693734725316366,5.579716444015503
15,0.40245048593211646,0.5141659043482597,0.6245843811540415,0.382499771458762,0.5711964425586519,0.6744369467099508,5.592325448989868
16,0.3912376644990302,0.5234558740199007,0.6339064804923455,0.3710559762659527,0.5772692504383269,0.6779782119251433,5.5882062911987305
17,0.38149866619646944,0.5318880760117083,0.6423506578862272,0.3704859429881686,0.5826453367869059,0.6831464994521368,5.570996284484863
18,0.3741428459322216,0.5406569960891017,0.6494818215338599,0.3534109862077804,0.5891543825467428,0.6898954922244662,5.590097188949585
19,0.3686917872223633,0.5459867415838684,0.6541886321756224,0.35105508991650175,0.5941224126588731,0.6902163312548683,5.585623741149902
20,0.3591886389729203,0.5545707301588247,0.6634362107081129,0.3263347844282786,0.608856547446478,0.7043915362585158,5.594127893447876
21,0.3522513408139841,0.5609426301046713,0.6703872617506823,0.33813852071762085,0.6058290118262881,0.7055398140634809,5.657675504684448
22,0.3450274287864862,0.5686564761281803,0.678065175252245,0.3361593059131077,0.6111488313901992,0.7082264778159914,5.563809633255005
23,0.3374146722405162,0.5755978341134179,0.6864910449413274,0.3196725462164198,0.6180827617645264,0.7162472861153739,5.548150062561035
24,0.3275676213747618,0.5852934161558846,0.6965797863259221,0.3190481535026005,0.6222210611615863,0.7210091324079604,5.601687431335449
25,0.3245820539281858,0.5900743355024729,0.6987520495787362,0.31230799499012174,0.6290476464089894,0.7249499956766764,5.730309247970581
26,0.3171380807627116,0.5964103952938358,0.704318714457632,0.32468259973185404,0.6291215135937646,0.7220979162624904,5.714102268218994
